id,name,display_name,type1,type2,hp,attack,defense,special_attack,special_defense,speed,bst,image
936,armarouge,Armarouge,fire,psychic,85,60,100,125,80,75,525,936.png
937,ceruledge,Ceruledge,fire,ghost,75,125,80,60,100,85,525,937.png
939,bellibolt,Bellibolt,electric,,109,64,91,103,83,45,495,939.png
941,kilowattrel,Kilowattrel,electric,flying,70,70,60,105,60,125,490,941.png
943,mabosstiff,Mabosstiff,dark,,80,120,90,60,70,85,505,943.png
945,grafaiai,Grafaiai,poison,normal,63,95,65,80,72,110,485,945.png
947,brambleghast,Brambleghast,grass,ghost,55,115,70,80,70,90,480,947.png
949,toedscruel,Toedscruel,ground,grass,80,70,65,80,120,100,515,949.png
952,scovillain,Scovillain,grass,fire,65,108,65,108,65,75,486,952.png
956,espathra,Espathra,psychic,,95,60,60,101,60,105,481,956.png
959,tinkaton,Tinkaton,fairy,steel,85,75,77,70,105,94,506,959.png
962,bombirdier,Bombirdier,flying,dark,70,103,85,60,85,82,485,962.png
966,revavroom,Revavroom,steel,poison,80,119,90,54,67,90,500,966.png
967,cyclizar,Cyclizar,dragon,normal,70,95,65,85,65,121,501,967.png
968,orthworm,Orthworm,steel,,70,85,145,60,55,65,480,968.png
970,glimmora,Glimmora,rock,poison,83,55,90,130,81,86,525,970.png
972,houndstone,Houndstone,ghost,,72,101,100,50,97,68,488,972.png
973,flamigo,Flamigo,flying,fighting,82,115,74,75,64,90,500,973.png
975,cetitan,Cetitan,ice,,170,113,65,45,55,73,521,975.png
976,veluza,Veluza,water,psychic,90,102,73,78,65,70,478,976.png
977,dondozo,Dondozo,water,,150,100,115,65,65,35,530,977.png
978,tatsugiri-curly,Tatsugiri Curly,dragon,water,68,50,60,120,95,82,475,978.png
979,annihilape,Annihilape,fighting,ghost,110,115,80,50,90,90,535,979.png
981,farigiraf,Farigiraf,normal,psychic,120,90,70,110,70,60,520,981.png
982,dudunsparce-two-segment,Dudunsparce Two Segment,normal,,125,100,80,85,75,55,520,982.png
983,kingambit,Kingambit,dark,steel,100,135,120,60,85,50,550,983.png
984,great-tusk,Great Tusk,ground,fighting,115,131,131,53,53,87,570,984.png
985,scream-tail,Scream Tail,fairy,psychic,115,65,99,65,115,111,570,985.png
986,brute-bonnet,Brute Bonnet,grass,dark,111,127,99,79,99,55,570,986.png
987,flutter-mane,Flutter Mane,ghost,fairy,55,55,55,135,135,135,570,987.png
988,slither-wing,Slither Wing,bug,fighting,85,135,79,85,105,81,570,988.png
989,sandy-shocks,Sandy Shocks,electric,ground,85,81,97,121,85,101,570,989.png
990,iron-treads,Iron Treads,ground,steel,90,112,120,72,70,106,570,990.png
991,iron-bundle,Iron Bundle,ice,water,56,80,114,124,60,136,570,991.png
992,iron-hands,Iron Hands,fighting,electric,154,140,108,50,68,50,570,992.png
993,iron-jugulis,Iron Jugulis,dark,flying,94,80,86,122,80,108,570,993.png
994,iron-moth,Iron Moth,fire,poison,80,70,60,140,110,110,570,994.png
995,iron-thorns,Iron Thorns,rock,electric,100,134,110,70,84,72,570,995.png
998,baxcalibur,Baxcalibur,dragon,ice,115,145,92,75,86,87,600,998.png
1000,gholdengo,Gholdengo,steel,ghost,87,60,95,133,91,84,550,1000.png
1001,wo-chien,Wo-Chien,dark,grass,85,85,100,95,135,70,570,1001.png
1002,chien-pao,Chien-Pao,dark,ice,80,120,80,90,65,135,570,1002.png
1003,ting-lu,Ting-Lu,dark,ground,155,110,125,55,80,45,570,1003.png
1004,chi-yu,Chi-Yu,dark,fire,55,80,80,135,120,100,570,1004.png
1005,roaring-moon,Roaring Moon,dragon,dark,105,139,71,55,101,119,590,1005.png
1006,iron-valiant,Iron Valiant,fairy,fighting,74,130,90,120,60,116,590,1006.png
1007,koraidon,Koraidon,fighting,dragon,100,135,115,85,100,135,670,1007.png
1008,miraidon,Miraidon,electric,dragon,100,85,100,135,115,135,670,1008.png
1009,walking-wake,Walking Wake,water,dragon,99,83,91,125,83,109,590,1009.png
1010,iron-leaves,Iron Leaves,grass,psychic,90,130,88,70,108,104,590,1010.png
1011,dipplin,Dipplin,grass,dragon,80,80,110,95,80,40,485,1011.png
1013,sinistcha,Sinistcha,grass,ghost,71,60,106,121,80,70,508,1013.png
1014,okidogi,Okidogi,poison,fighting,88,128,115,58,86,80,555,1014.png
1015,munkidori,Munkidori,poison,psychic,88,75,66,130,90,106,555,1015.png
1016,fezandipiti,Fezandipiti,poison,fairy,88,91,82,70,125,99,555,1016.png
1017,ogerpon,Ogerpon,grass,,80,120,84,60,96,110,550,1017.png
1018,archaludon,Archaludon,steel,dragon,90,105,130,125,65,85,600,1018.png
1019,hydrapple,Hydrapple,grass,dragon,106,80,110,120,80,44,540,1019.png
1020,gouging-fire,Gouging Fire,fire,dragon,105,115,121,65,93,91,590,1020.png
1021,raging-bolt,Raging Bolt,electric,dragon,125,73,91,137,89,75,590,1021.png
1022,iron-boulder,Iron Boulder,rock,psychic,90,120,80,68,108,124,590,1022.png
1023,iron-crown,Iron Crown,steel,psychic,90,72,100,122,108,98,590,1023.png
1025,pecharunt,Pecharunt,poison,ghost,88,88,160,88,88,88,600,1025.png
